p1;p2;s2;s3;s4;s7;s8;s9;s11;s12;s13;s14;s17;s20;s21;time_before_failure
0.0035;-0.0003;643.22;1598.86;1411.31;551.72;2388.23;9054.18;47.85;520.04;2388.18;8129.55;395;38.51;23.1145;32
-0.0012;-0.0004;643.76;1594.54;1417.32;551.83;2388.24;9051.03;47.97;519.85;2388.21;8122.20;395;38.53;23.1127;31
0.0049;-0.0003;643.12;1602.64;1423.53;551.82;2388.23;9048.03;47.79;520.36;2388.22;8123.89;394;38.46;23.2333;30
-0.0032;0.0003;643.11;1588.71;1422.33;551.76;2388.22;9048.53;48.07;520.46;2388.29;8129.51;394;38.56;23.0920;29
0.0007;0.0002;643.30;1599.02;1424.88;551.61;2388.27;9052.29;48.00;520.54;2388.21;8128.82;395;38.80;23.1571;28
-0.0004;0.0000;643.33;1598.07;1424.26;552.61;2388.23;9050.31;48.01;520.63;2388.22;8130.33;394;38.56;23.1499;27
0.0012;0.0004;643.04;1596.01;1415.27;552.05;2388.19;9047.16;48.06;520.31;2388.24;8123.44;395;38.64;23.2798;26
-0.0037;-0.0000;643.13;1592.35;1415.58;552.43;2388.22;9047.95;47.83;519.99;2388.30;8125.42;396;38.44;23.0717;25
-0.0014;0.0001;643.67;1605.07;1428.60;551.29;2388.26;9047.10;48.00;520.23;2388.23;8121.51;398;38.44;23.0944;24
-0.0004;-0.0000;643.62;1594.66;1421.18;551.04;2388.21;9048.69;48.09;519.70;2388.22;8128.30;396;38.58;23.1954;23
0.0005;-0.0005;643.26;1597.48;1427.52;552.06;2388.29;9059.13;47.99;520.11;2388.24;8129.43;394;38.71;23.1775;22
0.0013;-0.0000;643.29;1595.57;1427.21;551.03;2388.24;9050.59;47.82;520.00;2388.25;8126.85;396;38.58;23.1213;21
-0.0025;-0.0000;643.40;1595.98;1420.17;552.02;2388.25;9048.26;48.07;520.08;2388.23;8132.35;396;38.71;23.1862;20
-0.0036;0.0001;643.43;1599.38;1423.81;551.26;2388.26;9056.09;48.01;519.58;2388.20;8127.56;394;38.56;23.0764;19
0.0021;0.0001;643.65;1599.02;1426.71;552.56;2388.21;9049.53;48.01;520.45;2388.25;8124.85;395;38.43;23.1716;18
-0.0045;0.0003;643.38;1588.88;1421.40;551.48;2388.26;9049.48;47.92;520.25;2388.25;8128.24;398;38.57;23.1401;17
0.0006;0.0003;643.17;1596.58;1421.96;552.06;2388.24;9053.42;48.14;520.07;2388.26;8126.24;395;38.40;23.2333;16
-0.0010;-0.0000;643.40;1598.23;1433.13;551.29;2388.28;9055.21;47.77;519.70;2388.29;8127.13;396;38.56;23.1245;15
0.0006;0.0004;643.67;1603.14;1423.97;551.60;2388.24;9057.19;48.15;519.82;2388.25;8128.86;396;38.53;23.0084;14
0.0023;-0.0003;643.66;1601.87;1424.76;551.28;2388.29;9049.72;47.96;519.44;2388.27;8122.30;396;38.32;22.9798;13
0.0007;0.0001;643.22;1594.43;1426.53;551.86;2388.26;9053.33;47.96;519.89;2388.22;8128.71;395;38.52;23.0389;12
0.0036;0.0001;643.59;1600.14;1426.73;551.82;2388.22;9052.63;48.35;519.35;2388.23;8128.78;396;38.45;23.0965;11
-0.0023;0.0003;643.13;1603.49;1423.35;551.75;2388.31;9052.18;48.15;519.76;2388.29;8125.69;395;38.55;23.1417;10
-0.0025;-0.0003;643.70;1602.78;1427.58;551.02;2388.22;9053.75;48.11;519.30;2388.26;8126.97;397;38.62;23.0201;9
-0.0043;0.0004;643.87;1600.98;1422.67;552.07;2388.26;9056.58;48.24;519.84;2388.25;8128.25;396;38.63;23.1066;8
-0.0049;-0.0004;643.55;1595.05;1433.89;551.28;2388.23;9054.33;48.20;519.54;2388.28;8120.70;396;38.28;23.0552;7
-0.0002;-0.0001;643.21;1598.81;1427.61;552.25;2388.30;9056.92;48.33;519.97;2388.24;8129.66;395;38.56;23.0754;6
-0.0019;0.0000;643.80;1604.97;1421.58;551.72;2388.26;9063.17;48.20;519.46;2388.23;8126.59;396;38.40;23.0069;5
-0.0024;0.0003;643.26;1602.59;1426.26;551.29;2388.22;9053.18;48.09;519.63;2388.26;8129.62;396;38.47;23.1030;4
-0.0013;0.0002;643.82;1604.09;1433.20;551.42;2388.29;9051.09;48.05;519.47;2388.28;8124.25;396;38.51;23.0575;3
0.0019;-0.0000;643.44;1594.32;1428.65;551.91;2388.27;9054.59;48.16;519.29;2388.28;8121.52;396;38.50;23.1504;2
0.0035;-0.0000;643.70;1598.80;1427.99;551.24;2388.26;9053.05;48.18;519.61;2388.31;8122.62;397;38.33;23.0433;1
0.0017;-0.0001;643.64;1609.56;1429.98;551.02;2388.30;9053.41;48.16;519.31;2388.30;8130.05;398;38.43;22.9965;0
0.0027;0.0005;641.98;1591.38;1408.80;553.33;2388.12;9049.85;47.54;521.78;2388.10;8131.29;394;38.79;23.2717;167
0.0002;0.0001;642.36;1592.51;1413.03;553.62;2388.10;9055.75;47.47;521.45;2388.06;8128.77;395;38.81;23.3020;166
-0.0019;0.0004;642.73;1591.65;1406.75;554.08;2388.08;9046.92;47.65;521.36;2388.13;8131.83;392;38.78;23.2883;165
0.0010;-0.0000;643.14;1584.30;1404.01;553.79;2388.15;9054.05;47.36;520.80;2388.04;8130.98;392;38.79;23.3341;164
-0.0002;0.0003;643.22;1590.03;1407.33;553.51;2388.06;9049.28;47.47;522.02;2388.10;8133.79;393;38.86;23.2834;163
0.0010;0.0005;642.63;1589.38;1405.34;553.27;2388.12;9054.39;47.48;521.54;2388.10;8132.34;393;38.73;23.2312;162
0.0042;-0.0001;642.35;1587.89;1403.70;553.35;2388.10;9049.23;47.42;521.08;2388.10;8134.93;395;38.99;23.4684;161
-0.0004;0.0003;642.42;1590.48;1406.04;553.55;2388.08;9051.94;47.54;521.88;2388.09;8129.57;392;38.78;23.3211;160
-0.0006;0.0003;642.07;1583.60;1404.51;553.74;2388.15;9049.90;47.55;521.44;2388.07;8133.94;394;38.91;23.2736;159
-0.0000;-0.0001;642.82;1590.18;1411.38;553.06;2388.16;9046.85;47.41;521.80;2388.13;8130.52;393;38.97;23.3787;158
0.0005;0.0001;642.00;1583.28;1408.31;553.53;2388.10;9059.41;47.41;521.48;2388.07;8129.41;395;38.91;23.4845;157
0.0018;-0.0004;643.02;1590.11;1405.08;553.81;2388.05;9049.55;47.52;521.99;2388.05;8132.51;392;39.12;23.2584;156
-0.0019;0.0002;642.05;1586.29;1407.89;553.18;2388.06;9056.87;47.53;521.39;2388.09;8135.44;393;38.92;23.3083;155
0.0026;0.0003;642.28;1589.44;1408.65;553.06;2388.08;9053.29;47.44;522.03;2388.03;8131.76;394;38.79;23.2471;154
-0.0014;0.0002;642.30;1587.72;1407.97;553.35;2388.08;9057.49;47.47;521.27;2388.07;8130.96;392;38.73;23.2106;153
0.0032;0.0002;643.15;1592.31;1404.77;554.35;2388.09;9053.96;47.32;522.04;2388.09;8133.34;392;38.87;23.3349;152
-0.0015;-0.0003;642.10;1592.03;1404.46;553.08;2388.09;9049.63;47.53;521.69;2388.11;8131.16;394;38.83;23.1573;151
0.0007;-0.0001;642.93;1585.15;1403.05;554.53;2388.11;9053.33;47.47;521.47;2388.09;8129.87;394;38.80;23.2228;150
0.0025;-0.0001;642.97;1586.67;1411.00;553.24;2388.10;9057.03;47.53;520.97;2388.13;8132.09;393;38.86;23.2699;149
0.0005;-0.0002;642.72;1589.12;1413.54;554.26;2388.08;9047.01;47.51;521.26;2388.09;8128.16;394;38.93;23.2933;148
0.0016;0.0005;642.79;1583.23;1407.15;553.58;2388.14;9056.63;47.53;521.53;2388.07;8128.82;393;38.80;23.2619;147
0.0008;0.0003;642.74;1586.23;1407.82;553.12;2388.03;9059.88;47.68;521.30;2388.11;8129.32;393;38.81;23.3285;146
0.0018;-0.0004;642.42;1587.51;1405.41;553.24;2388.08;9050.00;47.50;521.54;2388.12;8133.34;393;38.82;23.3447;145
0.0026;0.0005;642.94;1585.49;1400.12;553.66;2388.10;9049.80;47.37;522.19;2388.07;8134.69;392;38.88;23.4065;144
0.0007;-0.0004;642.70;1585.12;1410.40;554.34;2388.09;9055.37;47.49;520.88;2388.12;8137.12;394;38.75;23.3392;143
-0.0029;0.0003;642.66;1591.82;1402.90;554.41;2388.10;9049.32;47.58;521.65;2388.10;8131.56;394;38.98;23.3122;142
0.0002;0.0003;642.43;1581.84;1410.64;553.83;2388.06;9054.67;47.42;522.06;2388.10;8130.88;391;38.85;23.3280;141
0.0005;0.0001;642.38;1597.25;1403.37;553.48;2388.11;9056.24;47.21;521.48;2388.14;8134.36;391;38.84;23.3566;140
-0.0008;0.0003;642.88;1595.00;1399.80;554.26;2388.07;9053.04;47.53;521.53;2388.03;8129.46;394;38.81;23.3557;139
-0.0005;-0.0005;642.46;1592.92;1403.60;553.60;2388.08;9051.40;47.54;521.85;2388.08;8137.91;392;38.76;23.2102;138
-0.0013;-0.0004;642.29;1590.16;1402.64;553.64;2388.11;9051.22;47.56;520.97;2388.05;8131.30;393;38.97;23.2566;137
0.0031;0.0002;642.04;1586.81;1402.46;553.47;2388.08;9047.97;47.49;521.71;2388.09;8128.96;392;38.71;23.2137;136
-0.0000;0.0005;642.24;1596.94;1406.52;553.83;2388.06;9046.42;47.56;520.87;2388.12;8138.82;394;38.93;23.2999;135
0.0023;0.0001;642.64;1584.94;1402.55;553.86;2388.09;9048.46;47.36;521.61;2388.13;8132.96;392;39.08;23.2762;134
-0.0007;0.0002;643.10;1587.04;1411.97;553.27;2388.05;9050.21;47.33;521.51;2388.10;8127.17;393;38.87;23.2258;133
-0.0003;-0.0004;642.27;1590.78;1413.47;553.27;2388.08;9054.84;47.48;521.12;2388.10;8127.22;393;38.94;23.2578;132
0.0007;-0.0001;642.83;1590.79;1402.02;553.54;2388.07;9050.62;47.62;521.36;2388.11;8127.05;393;39.02;23.2768;131
-0.0016;-0.0002;642.63;1597.49;1403.50;553.77;2388.12;9046.67;47.46;521.76;2388.05;8128.50;393;38.61;23.3469;130
0.0001;-0.0005;643.28;1590.26;1411.93;553.87;2388.04;9051.53;47.56;521.39;2388.08;8127.92;394;38.73;23.3928;129
-0.0023;-0.0004;642.98;1589.21;1406.82;553.14;2388.06;9055.63;47.63;522.27;2388.12;8133.25;393;38.89;23.3177;128
0.0011;0.0003;642.45;1591.90;1406.95;553.49;2388.13;9056.36;47.68;521.20;2388.12;8135.58;393;38.99;23.3649;127
0.0025;0.0004;642.56;1588.44;1400.01;553.97;2388.16;9053.81;47.56;521.40;2388.09;8133.54;392;38.84;23.2699;126
0.0019;0.0001;642.51;1593.46;1410.08;553.63;2388.16;9055.68;47.48;521.08;2388.07;8129.57;395;38.89;23.2898;125
0.0011;-0.0004;642.61;1591.80;1418.17;553.77;2388.11;9048.96;47.55;521.18;2388.07;8135.60;391;38.79;23.3289;124
-0.0012;0.0001;642.37;1588.61;1397.83;552.68;2388.06;9046.74;47.47;521.24;2388.08;8132.83;392;38.80;23.3210;123
-0.0038;-0.0004;642.51;1586.87;1404.84;553.05;2388.08;9049.11;47.38;521.60;2388.10;8128.78;393;38.87;23.2682;122
0.0011;-0.0001;642.77;1590.74;1412.13;553.59;2388.12;9053.36;47.42;521.52;2388.13;8135.44;393;38.87;23.2218;121
-0.0007;-0.0002;642.57;1590.71;1404.66;553.90;2388.12;9054.43;47.39;521.48;2388.09;8137.60;394;38.94;23.2759;120
-0.0007;-0.0003;642.56;1589.04;1411.45;553.76;2388.05;9051.45;47.63;522.05;2388.02;8129.68;393;38.84;23.4376;119
-0.0034;0.0004;641.96;1590.91;1403.97;553.84;2388.08;9049.62;47.68;520.94;2388.08;8133.33;393;38.70;23.3114;118
-0.0005;0.0001;642.57;1596.65;1410.61;553.30;2388.10;9053.61;47.63;521.48;2388.07;8130.84;392;38.89;23.2696;117
-0.0019;0.0004;642.44;1584.97;1411.35;553.60;2388.09;9049.63;47.62;521.28;2388.13;8136.29;394;38.78;23.2441;116
0.0007;-0.0004;642.30;1599.87;1409.89;554.77;2388.13;9048.45;47.39;521.37;2388.15;8129.58;394;38.70;23.3564;115
-0.0011;-0.0004;642.70;1594.12;1404.15;553.07;2388.08;9054.34;47.47;521.98;2388.14;8133.64;393;38.69;23.2394;114
-0.0008;0.0004;643.16;1585.36;1407.32;553.08;2388.13;9051.46;47.56;520.67;2388.16;8132.08;395;38.93;23.1852;113
-0.0014;0.0001;642.96;1584.44;1413.58;553.94;2388.10;9054.64;47.52;521.35;2388.13;8132.53;394;38.68;23.3435;112
0.0016;-0.0005;642.81;1589.05;1408.23;553.90;2388.11;9044.70;47.51;521.50;2388.18;8128.03;392;38.97;23.2787;111
-0.0007;0.0005;642.04;1591.61;1399.05;553.38;2388.13;9056.05;47.55;521.42;2388.12;8131.85;392;38.74;23.2439;110
-0.0042;-0.0002;642.77;1594.06;1406.85;553.55;2388.10;9050.79;47.47;521.58;2388.15;8132.27;393;38.90;23.3657;109
-0.0024;-0.0003;642.82;1595.87;1405.14;553.12;2388.10;9041.01;47.60;521.54;2388.11;8129.47;393;38.92;23.2620;108
0.0032;0.0003;642.47;1588.73;1406.06;553.73;2388.09;9056.08;47.75;521.69;2388.10;8135.94;392;38.75;23.2127;107
0.0016;-0.0004;642.21;1595.42;1412.85;553.33;2388.04;9050.34;47.57;521.55;2388.11;8136.24;393;38.96;23.3379;106
-0.0067;-0.0005;642.57;1584.25;1407.48;553.48;2388.13;9054.02;47.62;521.43;2388.15;8128.56;393;38.69;23.3903;105
0.0038;0.0001;643.14;1592.05;1408.61;552.93;2388.14;9053.17;47.65;521.41;2388.12;8130.50;392;38.78;23.3209;104
0.0027;0.0003;642.94;1589.42;1405.35;553.39;2388.10;9049.67;47.44;521.46;2388.13;8134.18;392;38.75;23.2586;103
0.0011;0.0002;642.73;1581.98;1411.95;552.87;2388.10;9055.96;47.63;521.57;2388.07;8134.26;394;39.04;23.2346;102
0.0022;0.0003;642.77;1596.56;1410.85;554.15;2388.11;9054.48;47.68;520.99;2388.11;8130.31;392;38.78;23.3285;101
0.0029;0.0003;642.91;1583.94;1410.18;553.12;2388.10;9057.62;47.65;521.75;2388.14;8128.05;393;38.93;23.3893;100
0.0011;0.0000;642.80;1584.43;1410.89;553.08;2388.12;9048.64;47.53;521.71;2388.11;8125.70;393;38.88;23.3126;99
-0.0023;0.0000;642.26;1587.32;1413.80;553.43;2388.16;9051.30;47.54;521.23;2388.13;8131.39;393;38.78;23.2904;98
-0.0038;-0.0000;642.15;1595.21;1414.67;553.40;2388.13;9046.34;47.58;521.20;2388.16;8131.77;393;38.84;23.2611;97
-0.0013;-0.0001;642.98;1592.27;1413.44;552.66;2388.15;9052.28;47.59;521.12;2388.07;8133.70;393;38.82;23.2164;96
-0.0010;0.0002;642.26;1592.66;1403.90;552.65;2388.12;9053.86;47.59;521.51;2388.12;8129.98;395;38.66;23.3539;95
-0.0017;-0.0005;642.31;1586.39;1416.03;553.72;2388.11;9053.05;47.54;521.27;2388.14;8127.25;392;38.80;23.1674;94
0.0010;-0.0002;642.27;1587.70;1410.37;553.53;2388.11;9052.91;47.49;521.37;2388.14;8127.89;393;38.77;23.2959;93
-0.0040;-0.0004;642.78;1585.81;1403.58;552.44;2388.13;9051.22;47.44;521.12;2388.14;8126.35;394;38.79;23.3020;92
0.0004;0.0004;642.56;1591.40;1411.43;552.83;2388.08;9052.15;47.77;521.10;2388.17;8130.16;394;38.85;23.3285;91
0.0016;0.0005;642.52;1590.03;1411.77;553.01;2388.10;9052.56;47.36;521.01;2388.16;8134.78;394;38.75;23.3490;90
0.0009;-0.0001;643.01;1584.72;1406.23;553.77;2388.14;9048.58;47.39;520.93;2388.13;8130.18;393;38.82;23.2729;89
-0.0001;0.0002;642.57;1593.28;1408.52;552.86;2388.15;9047.91;47.44;521.09;2388.10;8135.21;393;38.80;23.4292;88
0.0020;-0.0005;643.32;1596.52;1416.41;553.54;2388.08;9054.30;47.47;521.18;2388.10;8132.10;392;38.79;23.3065;87
0.0012;-0.0001;642.97;1589.27;1409.87;553.36;2388.12;9055.91;47.76;521.44;2388.10;8130.61;393;38.71;23.2611;86
0.0017;0.0002;642.69;1594.05;1414.47;553.44;2388.13;9056.60;47.55;521.20;2388.06;8130.16;394;38.88;23.2775;85
0.0023;-0.0004;642.56;1591.83;1413.19;553.44;2388.13;9049.57;47.51;521.22;2388.06;8128.67;392;38.79;23.3171;84
-0.0016;0.0001;643.05;1592.83;1413.87;553.27;2388.12;9050.16;47.68;521.17;2388.15;8131.72;392;38.90;23.2718;83
-0.0011;0.0003;642.81;1593.35;1410.81;552.27;2388.11;9058.26;47.42;521.50;2388.16;8131.33;394;38.59;23.3429;82
-0.0014;-0.0004;643.14;1588.12;1407.46;553.00;2388.11;9049.48;47.53;521.96;2388.14;8127.62;393;38.84;23.2281;81
0.0036;-0.0004;643.09;1597.31;1416.37;553.08;2388.17;9053.56;47.53;520.88;2388.11;8132.02;394;38.88;23.3296;80
0.0008;-0.0001;642.78;1584.04;1417.60;552.83;2388.09;9051.44;47.59;521.55;2388.10;8131.41;393;38.91;23.3059;79
0.0005;0.0000;642.94;1592.60;1409.24;553.36;2388.09;9057.17;47.52;520.95;2388.16;8131.60;394;38.93;23.2136;78
0.0009;-0.0000;643.32;1591.35;1412.63;553.12;2388.12;9052.04;47.51;521.31;2388.16;8131.98;393;38.85;23.2615;77
-0.0001;0.0004;642.81;1590.76;1414.95;552.76;2388.14;9049.24;47.58;521.15;2388.15;8123.74;393;38.67;23.2467;76
0.0012;0.0002;642.95;1587.76;1403.73;553.25;2388.13;9050.85;47.59;521.42;2388.14;8131.37;393;38.90;23.2153;75
-0.0041;0.0002;642.50;1583.85;1411.65;553.16;2388.14;9049.15;47.50;521.17;2388.12;8132.86;393;38.89;23.2676;74
-0.0008;-0.0002;642.65;1596.54;1414.12;552.83;2388.14;9054.50;47.80;521.44;2388.09;8131.68;393;38.85;23.2618;73
0.0011;-0.0002;642.78;1586.86;1414.32;553.12;2388.10;9052.80;47.66;521.07;2388.10;8131.91;394;38.59;23.3110;72
-0.0005;-0.0002;642.95;1597.85;1411.17;553.75;2388.12;9054.56;47.47;521.49;2388.12;8132.77;392;38.81;23.3160;71
0.0018;0.0001;642.97;1589.03;1411.32;553.16;2388.10;9053.25;47.71;520.90;2388.14;8132.49;394;38.89;23.2683;70
-0.0033;0.0001;642.66;1588.42;1416.24;552.51;2388.12;9049.62;47.55;521.01;2388.14;8132.85;395;38.72;23.3109;69
0.0030;0.0001;642.51;1597.34;1411.17;552.53;2388.13;9053.52;47.60;520.72;2388.17;8127.39;394;38.84;23.1504;68
0.0027;-0.0001;642.66;1584.07;1411.65;552.81;2388.15;9051.11;47.65;520.67;2388.08;8131.79;394;38.62;23.2358;67
-0.0015;-0.0001;643.46;1597.43;1410.54;553.28;2388.17;9060.35;47.67;520.58;2388.17;8129.68;393;38.76;23.3359;66
-0.0002;-0.0004;643.03;1595.80;1410.13;553.38;2388.13;9053.35;47.75;521.38;2388.10;8133.05;395;38.73;23.3199;65
-0.0013;0.0005;643.53;1594.62;1412.36;553.36;2388.18;9045.86;47.67;521.02;2388.11;8131.91;393;38.66;23.2528;64
0.0017;0.0002;641.97;1587.46;1408.99;552.80;2388.16;9059.07;47.67;521.66;2388.14;8135.80;394;38.75;23.1725;63
0.0022;0.0002;642.36;1589.54;1409.59;553.77;2388.15;9047.79;47.58;521.17;2388.16;8128.87;394;38.78;23.2059;62
0.0023;-0.0005;643.19;1590.84;1402.95;552.05;2388.12;9054.98;47.65;520.91;2388.16;8132.00;395;38.75;23.1456;61
-0.0001;0.0001;642.99;1587.60;1418.25;552.80;2388.15;9052.23;47.44;521.34;2388.14;8132.73;394;38.69;23.3569;60
-0.0014;0.0004;643.11;1590.66;1410.86;553.44;2388.14;9057.60;47.49;521.60;2388.14;8130.49;394;38.76;23.1946;59
0.0011;0.0004;642.98;1595.98;1410.77;552.78;2388.13;9051.41;47.62;521.14;2388.13;8128.20;394;38.81;23.3551;58
0.0004;-0.0004;643.15;1590.25;1416.07;552.51;2388.16;9049.77;47.79;520.93;2388.15;8131.71;394;38.76;23.3043;57
0.0021;0.0005;642.90;1589.88;1410.86;553.27;2388.17;9051.29;47.67;521.04;2388.11;8127.38;393;38.59;23.2557;56
-0.0024;-0.0005;642.87;1597.22;1409.09;552.99;2388.11;9055.36;47.74;520.61;2388.10;8130.92;395;38.71;23.2625;55
-0.0035;-0.0003;643.10;1593.12;1414.18;553.73;2388.19;9053.79;47.95;520.78;2388.19;8128.59;394;38.83;23.2317;54
0.0025;-0.0004;643.48;1595.84;1410.73;552.35;2388.12;9055.15;47.63;520.53;2388.14;8133.46;394;38.75;23.2762;53
-0.0024;-0.0003;643.51;1592.55;1414.56;552.02;2388.16;9049.71;47.61;521.25;2388.19;8131.21;394;38.59;23.1785;52
-0.0002;-0.0001;643.36;1592.36;1414.99;553.30;2388.17;9056.58;47.76;520.93;2388.19;8127.31;394;38.49;23.2055;51
0.0032;-0.0000;643.08;1602.27;1410.78;553.27;2388.11;9061.19;47.87;521.19;2388.19;8129.42;393;38.64;23.1884;50
0.0011;0.0002;642.86;1592.32;1414.62;552.50;2388.17;9056.01;47.49;520.79;2388.18;8136.19;395;38.67;23.2690;49
0.0008;-0.0001;642.92;1590.62;1419.23;553.01;2388.12;9044.89;47.60;520.54;2388.19;8129.26;394;38.65;23.2834;48
0.0017;-0.0003;643.11;1589.52;1412.41;553.03;2388.15;9060.11;47.55;520.32;2388.17;8134.06;394;38.69;23.2224;47
-0.0012;0.0004;642.90;1595.64;1422.23;553.62;2388.20;9049.10;47.64;520.97;2388.14;8132.97;391;38.48;23.2529;46
-0.0024;-0.0002;643.13;1592.83;1415.11;552.65;2388.21;9060.10;47.71;520.39;2388.20;8132.40;394;38.82;23.2799;45
-0.0023;0.0002;643.34;1598.27;1416.52;552.74;2388.18;9050.40;47.74;521.14;2388.16;8132.10;395;38.75;23.1822;44
0.0025;0.0001;643.24;1588.55;1414.91;553.81;2388.19;9056.65;47.76;520.99;2388.18;8127.56;394;38.68;23.2659;43
-0.0055;0.0002;643.03;1594.63;1415.43;552.66;2388.16;9050.87;47.84;520.54;2388.14;8130.54;395;38.78;23.1621;42
-0.0023;-0.0003;642.87;1595.38;1413.07;552.58;2388.19;9047.10;47.66;520.73;2388.22;8126.85;395;38.73;23.2651;41
0.0033;-0.0004;642.55;1595.89;1416.63;552.05;2388.20;9051.55;47.75;520.59;2388.17;8125.75;394;38.65;23.2851;40
0.0013;0.0004;642.90;1597.07;1422.22;552.09;2388.17;9057.76;47.75;520.24;2388.16;8132.31;394;38.54;23.1727;39
-0.0020;0.0004;643.18;1593.42;1418.62;552.02;2388.14;9051.39;47.64;520.50;2388.19;8136.74;394;38.51;23.1145;38
-0.0023;0.0002;643.45;1596.12;1418.25;552.00;2388.16;9058.33;47.90;520.50;2388.20;8131.45;395;38.67;23.2029;37
0.0051;-0.0004;643.69;1600.99;1415.10;552.90;2388.15;9051.01;47.68;520.67;2388.14;8124.82;395;38.56;23.1629;36
-0.0023;0.0001;642.74;1596.68;1421.33;552.41;2388.16;9053.03;47.92;520.57;2388.22;8132.74;393;38.60;23.2084;35
-0.0028;0.0002;642.79;1589.93;1413.03;552.76;2388.20;9054.54;47.72;520.64;2388.17;8133.92;394;38.62;23.1834;34
0.0001;0.0001;643.16;1596.17;1411.73;552.38;2388.23;9050.62;47.77;520.47;2388.20;8129.93;394;38.62;23.1722;33
0.0013;0.0001;643.45;1594.78;1418.41;553.03;2388.16;9057.70;47.96;520.66;2388.19;8128.50;395;38.62;23.2420;32
0.0002;0.0004;643.00;1593.20;1412.75;552.13;2388.21;9058.81;47.87;520.49;2388.18;8129.55;397;38.84;23.2398;31
0.0028;-0.0004;643.30;1600.93;1419.12;552.41;2388.16;9052.86;47.94;521.02;2388.18;8133.11;394;38.43;23.1726;30
0.0026;-0.0002;643.18;1597.69;1417.59;551.65;2388.25;9050.79;47.87;520.22;2388.17;8133.93;395;38.64;23.1250;29
-0.0035;-0.0003;643.43;1594.82;1410.37;552.11;2388.14;9060.29;47.90;520.93;2388.17;8127.31;394;38.41;23.2149;28
-0.0012;0.0001;643.20;1603.27;1414.31;551.95;2388.20;9055.86;47.77;520.50;2388.25;8132.49;393;38.56;23.2728;27
-0.0002;0.0001;643.07;1599.03;1420.17;552.41;2388.21;9052.90;48.06;520.61;2388.18;8128.68;393;38.66;23.0967;26
-0.0021;-0.0001;642.97;1594.65;1419.25;551.66;2388.19;9053.52;47.79;520.04;2388.22;8128.28;395;38.60;23.1501;25
-0.0037;-0.0002;643.01;1594.32;1423.07;552.51;2388.22;9055.63;47.99;520.87;2388.18;8128.28;395;38.52;23.1761;24
0.0036;0.0002;643.33;1594.20;1415.71;552.20;2388.19;9055.50;48.01;520.44;2388.19;8124.90;396;38.69;23.1258;23
0.0004;0.0005;643.61;1594.10;1421.26;552.72;2388.21;9058.69;47.97;520.36;2388.26;8127.21;396;38.45;23.1684;22
0.0010;0.0001;643.49;1596.31;1424.51;551.71;2388.21;9050.41;47.93;520.94;2388.18;8130.95;395;38.64;23.1885;21
0.0020;-0.0001;643.46;1597.10;1422.95;552.05;2388.22;9054.02;48.03;519.77;2388.22;8130.24;395;38.66;23.1745;20
-0.0023;0.0003;643.20;1600.07;1422.14;551.70;2388.23;9045.97;47.95;520.36;2388.20;8130.33;395;38.50;23.0865;19
-0.0025;0.0005;643.25;1592.41;1423.00;551.38;2388.26;9051.55;48.01;520.18;2388.20;8126.70;396;38.54;23.0430;18
0.0001;0.0002;643.44;1602.40;1425.55;551.72;2388.23;9059.81;47.88;520.22;2388.23;8132.35;395;38.63;23.1031;17
0.0003;-0.0002;642.96;1598.41;1420.20;551.87;2388.23;9060.07;48.07;519.93;2388.25;8131.58;396;38.41;23.1321;16
-0.0006;-0.0002;643.44;1604.51;1424.57;551.58;2388.23;9058.46;47.87;520.76;2388.21;8129.64;396;38.86;23.0991;15
-0.0001;-0.0004;643.55;1595.98;1429.64;551.55;2388.23;9060.39;48.08;519.86;2388.20;8127.58;395;38.50;23.1401;14
0.0020;0.0003;643.03;1598.15;1423.94;552.15;2388.22;9052.52;48.12;520.50;2388.21;8129.99;395;38.59;23.1968;13
0.0036;-0.0000;643.24;1596.66;1425.52;552.10;2388.30;9058.96;47.90;520.01;2388.24;8127.52;393;38.67;23.1932;12
0.0003;0.0004;643.29;1604.68;1426.83;552.60;2388.29;9061.30;48.05;519.76;2388.20;8124.77;397;38.51;23.1551;11
-0.0013;-0.0001;643.27;1598.58;1425.76;551.77;2388.24;9061.70;48.15;519.91;2388.26;8128.57;396;38.31;23.0834;10
0.0026;-0.0002;643.77;1599.79;1432.24;551.84;2388.28;9063.89;48.07;520.52;2388.24;8128.10;397;38.33;23.1688;9
0.0010;0.0002;643.51;1601.65;1421.60;551.59;2388.24;9054.66;48.10;520.60;2388.27;8129.37;397;38.40;23.1373;8
-0.0017;-0.0002;643.93;1595.92;1422.20;551.66;2388.31;9064.58;48.12;520.14;2388.27;8132.69;395;38.38;23.1142;7
-0.0041;-0.0004;643.22;1603.35;1427.07;551.82;2388.22;9063.98;48.03;519.58;2388.29;8130.19;397;38.66;23.1499;6
0.0021;0.0005;643.58;1597.26;1424.40;551.72;2388.27;9049.13;48.12;520.51;2388.25;8133.24;397;38.49;23.0826;5
0.0009;0.0001;643.52;1600.25;1426.59;551.33;2388.30;9058.38;48.12;519.48;2388.26;8136.45;396;38.23;23.2024;4
0.0034;0.0003;643.71;1598.78;1425.41;551.41;2388.31;9058.02;48.17;520.53;2388.25;8127.93;397;38.62;23.1106;3
0.0003;0.0004;644.07;1598.20;1431.62;551.45;2388.32;9060.28;48.08;519.49;2388.25;8124.49;396;38.37;23.1147;2
